0,0,0,9000,9000,9000,0,0,0,0,0
33.474,31.585,34.751,30.172,32.194,31.908,33.828,33.976,30.934,50.318,52.769
4244.9,4222.8,4323.2,4354.7,4377.3,4138,4339.9,4327.5,4081.3,196.55,199.52
