0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.070000000000002,2.070000000000001,2.07,0.0,0.0,0.0
0.0,0.0,0.0,2.13,2.13,2.13,0.0,0.0,0.0
0.0,0.0,0.0,1.7000000000000024,1.700000000000001,1.7,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.9700000000000006,1.970000000000003,1.9700000000000006,0.0,0.0,0.0
0.0,0.0,0.0,2.37,2.3700000000000006,2.3700000000000117,0.0,0.0,0.0
7.330000000000009,7.330000000000009,7.33,11.0,11.0,11.0,7.33,7.33,7.33
0.0,0.0,0.0,1.77,1.7700000000000014,1.7700000000000014,0.0,0.0,0.0
0.0,0.0,0.0,2.7299999999999938,2.7299999999999938,2.7299999999999933,0.0,0.0,0.0
0.0,0.0,0.0,2.129999999999984,2.129999999999992,2.1300000000000052,0.0,0.0,0.0
0.0,0.0,0.0,2.030000000000005,2.030000000000004,2.030000000000003,0.0,0.0,0.0
0.0,0.0,0.0,2.2000000000000064,2.2,2.2,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.33,7.329999999999982,7.33,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.33,21.33,21.32999999999999,31.999999999999996,31.999999999999996,32.0,21.33,21.33,21.33
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
