0.0,-8556.513195936748,435101.78998516174,-452214.8163770352
1.0,253474.80075953432,273252.2558858169,233697.34563325174
2.0,247627.40912726938,249438.0238029464,245816.79445159234
3.0,240793.11012480184,242624.47809452433,238961.74215507935
4.0,233896.04516138363,235674.50828664648,232117.5820361208
5.0,225196.79215096723,226810.12067788097,223583.4636240535
6.0,219451.31739547977,221131.31116050662,217771.3236304529
7.0,213152.54989665133,214894.03960296884,211411.0601903338
8.0,206118.4723985774,207928.1824169141,204308.76238024072
9.0,199357.4761898137,201136.65753659,197578.29484303738
10.0,192539.8293300662,194384.12371535547,190695.5349447769
