0.0,41822.64967642519,753628.0216870013,-669982.722334151
1.0,433137.88173701067,584814.0285808753,281461.7348931461
2.0,443488.2312870632,452276.05209998845,434700.410474138
3.0,430612.7377033288,434232.97754745197,426992.4978592056
4.0,416579.6045104164,420256.9316428057,412902.2773780271
5.0,402941.2751365231,406693.0884505845,399189.46182246174
6.0,387673.35476006713,391474.6393480076,383872.07017212664
7.0,372077.5950817942,375904.04791456053,368251.14224902785
8.0,356932.5705345981,360811.57760314515,353053.563466051
9.0,340207.9692520403,344095.80195090297,336320.13655317767
10.0,325143.3519712093,329126.22232453455,321160.481617884
