0.0,396705.0391549773,594703.8062157145,198706.27209424003
1.0,498960.57219436264,550298.3261228781,447622.81826584716
2.0,496161.0702560163,502279.0411629697,490043.09934906283
3.0,483568.1681844385,486840.49239401676,480295.8439748602
4.0,472063.50588098605,475385.66200966237,468741.34975230973
5.0,459910.3595717551,463271.93698011123,456548.782163399
6.0,447542.16321154404,450950.7750182948,444133.5514047933
7.0,433358.38383297174,436780.42789899616,429936.3397669473
8.0,418876.87083496735,422304.1985515135,415449.5431184212
9.0,404929.7600326248,408386.0443264355,401473.47573881416
10.0,390084.3495975134,393586.26653868245,386582.4326563443
