0.0,184260.18401782855,332111.4166896038,36408.951346053305
1.0,268283.4585473858,277874.6851284072,258692.23196636443
2.0,261868.30241454544,263938.64856022596,259797.95626886492
3.0,254886.79702776013,256992.03634191208,252781.55771360817
4.0,247787.60401887842,249873.10216965465,245702.1058681022
5.0,240777.13647760835,242838.68561028462,238715.58734493208
6.0,233156.8194065705,235131.78162770034,231181.85718544063
7.0,225668.29799353753,227638.51224575224,223698.08374132283
8.0,219087.76177727774,221080.72223249904,217094.80132205645
9.0,211629.6552336978,213589.03046893343,209670.27999846215
10.0,204851.80686847624,206858.81700343377,202844.7967335187
